60,35,2160
60,0,600
56,0,120
53,0,2160
56,0,600
60,0,120
65,0,720
68,0,600
72,0,120
77,0,710
65,33,10
65,0,720
72,0,1200
74,0,180
72,0,60
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,120
72,0,120
76,0,120
74,0,120
72,0,480
61,35,1680
61,0,600
58,0,120
54,0,2160
58,0,600
61,0,120
66,0,720
70,0,600
73,0,120
78,0,720
66,0,720
73,0,1200
75,0,180
73,0,60
75,0,80
77,0,80
75,0,80
77,0,80
75,0,80
77,0,80
75,0,80
77,0,80
75,0,80
77,0,80
75,0,80
77,0,80
75,0,120
73,0,120
77,0,120
75,0,120
73,0,480
72,35,2400
72,0,1200
74,0,180
72,0,60
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,120
72,0,120
76,0,120
74,0,120
72,0,480
76,35,2400
76,0,1200
77,0,240
77,0,80
79,0,80
77,0,80
79,0,80
77,0,80
79,0,80
77,0,80
79,0,80
77,0,80
79,0,80
77,0,80
79,0,80
77,0,120
76,0,120
79,0,120
77,0,120
76,0,480
76,35,1680
79,0,240
76,0,240
79,0,240
82,0,480
82,83,1680
79,0,240
79,0,240
82,0,240
88,0,120
82,0,120
91,0,120
88,0,120
94,0,120
91,0,120
88,0,120
91,0,120
82,0,120
88,0,120
79,0,120
82,0,120
76,0,120
79,0,120
70,0,120
76,0,120
67,0,120
70,0,120
64,0,120
67,0,120
58,0,120
64,0,120
60,35,5280
60,0,600
56,0,120
53,0,240
53,0,475
60,72,5
68,0,475
60,71,5
68,0,475
72,80,5
68,0,475
77,86,5
80,0,475
77,78,5
72,0,238
89,103,2
80,0,2160
56,0,600
60,0,120
65,0,720
68,0,600
72,0,120
77,0,715
65,39,5
65,0,720
60,0,240
64,0,475
64,81,5
60,0,475
72,96,5
67,0,475
76,95,5
72,0,475
79,103,5
76,0,475
84,94,5
79,0,238
72,41,2
72,0,1200
74,0,240
74,0,80
74,39,80
76,0,40
74,0,40
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,80
76,0,80
74,0,120
72,0,120
76,0,120
74,0,120
60,0,238
60,85,2
64,0,475
60,72,5
67,0,475
64,71,5
72,0,475
67,72,5
76,0,475
72,76,5
79,0,475
76,78,5
79,0,238
72,48,2
72,0,1200
73,0,180
72,0,60
73,0,80
75,0,80
73,0,80
75,0,80
73,0,80
75,0,80
73,0,80
75,0,80
73,0,80
75,0,120
73,0,120
75,0,120
73,0,120
72,0,120
73,0,120
82,0,720
83,56,2160
80,0,720
88,75,2160
83,0,2880
79,0,480
79,56,1680
82,0,600
79,0,120
80,0,480
82,0,240
70,50,480
67,0,240
58,49,480
55,0,240
79,58,600
